Serial Number:,60000035
Exp ID:,7845E28C-6F33-4F4B-8201-3473094A28EB
Mode:,131073
Data Schema:,2.3.0
Experiment Name:,2025-09-16T14-48
Measurement Mode:,OPTICAL_DENSITY
Interval (s):,300
Start Timestamp:,1758048905
Scheduled End Timestamp:,4294967295
User:,glk3a@virginia.edu
Plate Type:,Co-Culture 36-Well Duet Plate

 , , , ,Group Label,Gv_1_A1, ,Gv_1_A3, ,Gv1_A5, ,Lj_1_B1, ,Al_1_B3, ,At_1_B5, ,Gv_1_C1,Lj_1_C2,Gv_1_C3,Al_1_C4,Gv_1_C5,At_1_C6,Lj_10_D1,Gv_10_D2,Al_10_D3,Gv_10_D4,At_10_D5,Gv_10_D6,Gv_1_E1,Lj_1_E2,Al_1_E3, , ,At_1_E6,Gv_10_F1,Lj_10_F2,Al_10_F3, , ,At_10_F6,Group Averages,,,,,,,,,,,,,,,,,,,,,,,,,,Group Standard Deviations
Date and Time,Duration (Hours),Duration (Minutes),UNIX Timestamp,Air Temp ,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,E1,E2,E3,E4,E5,E6,F1,F2,F3,F4,F5,F6, Gv_1_A1 average,Lj_1_B1 average,Gv_1_A3 average,Al_1_B3 average,Gv1_A5 average,At_1_B5 average,Lj_10_D1 average,Lj_1_C2 average,Gv_10_D2 average,Gv_1_C3 average,Al_10_D3 average,Al_1_C4 average,Gv_10_D4 average,Gv_1_C5 average,At_10_D5 average,At_1_C6 average,Gv_10_D6 average,Gv_1_E1 average,Gv_10_F1 average,Lj_1_E2 average,Lj_10_F2 average,Al_1_E3 average,Al_10_F3 average,At_1_E6 average,At_10_F6 average,Gv_1_C1 average,Gv_1_A1 standard deviation,Lj_1_B1 standard deviation,Gv_1_A3 standard deviation,Al_1_B3 standard deviation,Gv1_A5 standard deviation,At_1_B5 standard deviation,Lj_10_D1 standard deviation,Lj_1_C2 standard deviation,Gv_10_D2 standard deviation,Gv_1_C3 standard deviation,Al_10_D3 standard deviation,Al_1_C4 standard deviation,Gv_10_D4 standard deviation,Gv_1_C5 standard deviation,At_10_D5 standard deviation,At_1_C6 standard deviation,Gv_10_D6 standard deviation,Gv_1_E1 standard deviation,Gv_10_F1 standard deviation,Lj_1_E2 standard deviation,Lj_10_F2 standard deviation,Al_1_E3 standard deviation,Al_10_F3 standard deviation,At_1_E6 standard deviation,At_10_F6 standard deviation,Gv_1_C1 standard deviation,
09/16/2025 7:40 PM,4.75,285,1758066009,38.0215,0.5526,0.1602,0.5653,0.1714,0.5514,0.1663,1.4096,0.1667,0.8108,0.1638,1.2068,0.1582,0.6341,1.8495,0.4667,0.7325,0.5414,1.0909,0.5069,0.2738,0.3119,0.2776,0.3921,0.3496,0.5627,1.7155,0.5650,0.1704,0.1651,1.0421,0.3033,0.6510,0.2978,0.1665,0.1667,0.4151,0.5526,1.4096,0.5653,0.8108,0.5514,1.2068,0.5069,1.8495,0.2738,0.4667,0.3119,0.7325,0.2776,0.5414,0.3921,1.0909,0.3496,0.5627,0.3033,1.7155,0.651,0.565,0.2978,1.0421,0.4151,0.6341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 7:50 PM,4.92,295,1758066609,38.0371,0.5789,0.1603,0.6028,0.1714,0.5804,0.1663,1.4553,0.1667,0.8685,0.1638,1.2770,0.1581,0.6616,1.9123,0.4924,0.7904,0.5716,1.2159,0.5544,0.2764,0.3092,0.2720,0.4034,0.3558,0.5861,1.7692,0.5849,0.1703,0.1649,1.1250,0.3242,0.7187,0.2968,0.1663,0.1667,0.4419,0.5789,1.4553,0.6028,0.8685,0.5804,1.277,0.5544,1.9123,0.2764,0.4924,0.3092,0.7904,0.272,0.5716,0.4034,1.2159,0.3558,0.5861,0.3242,1.7692,0.7187,0.5849,0.2968,1.125,0.4419,0.6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 8:00 PM,5.08,305,1758067209,37.9727,0.5854,0.1602,0.6233,0.1714,0.6121,0.1662,1.4961,0.1664,0.9269,0.1638,1.3628,0.1581,0.6966,1.9579,0.5150,0.8477,0.5988,1.3107,0.5813,0.2933,0.3216,0.2798,0.4279,0.3655,0.6122,1.8035,0.6221,0.1704,0.1649,1.2201,0.2985,0.7742,0.3011,0.1663,0.1666,0.4777,0.5854,1.4961,0.6233,0.9269,0.6121,1.3628,0.5813,1.9579,0.2933,0.515,0.3216,0.8477,0.2798,0.5988,0.4279,1.3107,0.3655,0.6122,0.2985,1.8035,0.7742,0.6221,0.3011,1.2201,0.4777,0.6966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 8:10 PM,5.25,315,1758067809,37.9883,0.6037,0.1602,0.6453,0.1713,0.6399,0.1663,1.5496,0.1661,1.0088,0.1638,1.4505,0.1581,0.7175,1.9977,0.5404,0.9058,0.6290,1.3896,0.6460,0.2957,0.3242,0.2750,0.4509,0.3793,0.6236,1.8208,0.6630,0.1703,0.1650,1.2833,0.3343,0.8220,0.3065,0.1663,0.1667,0.5146,0.6037,1.5496,0.6453,1.0088,0.6399,1.4505,0.646,1.9977,0.2957,0.5404,0.3242,0.9058,0.275,0.629,0.4509,1.3896,0.3793,0.6236,0.3343,1.8208,0.822,0.663,0.3065,1.2833,0.5146,0.7175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 8:20 PM,5.42,325,1758068409,37.9590,0.6126,0.1602,0.6736,0.1714,0.6704,0.1663,1.5531,0.1661,1.0712,0.1637,1.5227,0.1582,0.7493,2.0126,0.5725,0.9568,0.6562,1.4651,0.6838,0.3126,0.3210,0.2902,0.4683,0.3920,0.6506,1.8354,0.7105,0.1703,0.1650,1.3562,0.4050,0.8908,0.3064,0.1665,0.1668,0.5461,0.6126,1.5531,0.6736,1.0712,0.6704,1.5227,0.6838,2.0126,0.3126,0.5725,0.321,0.9568,0.2902,0.6562,0.4683,1.4651,0.392,0.6506,0.405,1.8354,0.8908,0.7105,0.3064,1.3562,0.5461,0.7493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 8:30 PM,5.58,335,1758069010,37.9551,0.6284,0.1602,0.7040,0.1713,0.7040,0.1661,1.5849,0.1658,1.1324,0.1636,1.5873,0.1580,0.7619,2.0289,0.5958,1.0076,0.6792,1.5377,0.7807,0.3154,0.3349,0.3450,0.4988,0.4121,0.6788,1.8365,0.7762,0.1703,0.1649,1.4406,0.3921,0.9262,0.3025,0.1663,0.1666,0.5923,0.6284,1.5849,0.704,1.1324,0.704,1.5873,0.7807,2.0289,0.3154,0.5958,0.3349,1.0076,0.345,0.6792,0.4988,1.5377,0.4121,0.6788,0.3921,1.8365,0.9262,0.7762,0.3025,1.4406,0.5923,0.7619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 8:40 PM,5.75,345,1758069610,37.9434,0.6321,0.1602,0.7222,0.1712,0.7330,0.1663,1.6018,0.1658,1.1815,0.1638,1.6402,0.1581,0.7872,2.0406,0.6261,1.0624,0.7041,1.6022,0.8584,0.3288,0.3387,0.3165,0.5275,0.4327,0.7052,1.8447,0.8401,0.1702,0.1648,1.5255,0.3947,0.9742,0.3139,0.1663,0.1665,0.6388,0.6321,1.6018,0.7222,1.1815,0.733,1.6402,0.8584,2.0406,0.3288,0.6261,0.3387,1.0624,0.3165,0.7041,0.5275,1.6022,0.4327,0.7052,0.3947,1.8447,0.9742,0.8401,0.3139,1.5255,0.6388,0.7872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 8:50 PM,5.92,355,1758070210,38.0312,0.6423,0.1602,0.7425,0.1713,0.7637,0.1662,1.5940,0.1656,1.2244,0.1638,1.6921,0.1582,0.8228,2.0487,0.6621,1.1110,0.7347,1.6651,0.9364,0.3529,0.3360,0.2705,0.5513,0.4500,0.7309,1.8519,0.9126,0.1702,0.1649,1.6056,0.3986,1.0249,0.3233,0.1664,0.1667,0.6858,0.6423,1.594,0.7425,1.2244,0.7637,1.6921,0.9364,2.0487,0.3529,0.6621,0.336,1.111,0.2705,0.7347,0.5513,1.6651,0.45,0.7309,0.3986,1.8519,1.0249,0.9126,0.3233,1.6056,0.6858,0.8228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 9:00 PM,6.08,365,1758070810,38.0098,0.6494,0.1599,0.7695,0.1712,0.7884,0.1663,1.6153,0.1656,1.2778,0.1636,1.7413,0.1581,0.8317,2.0570,0.6886,1.1663,0.7629,1.7103,1.0129,0.3685,0.3459,0.2739,0.5871,0.4778,0.7615,1.8520,0.9881,0.1701,0.1648,1.6577,0.3986,1.0605,0.3303,0.1661,0.1665,0.7376,0.6494,1.6153,0.7695,1.2778,0.7884,1.7413,1.0129,2.057,0.3685,0.6886,0.3459,1.1663,0.2739,0.7629,0.5871,1.7103,0.4778,0.7615,0.3986,1.852,1.0605,0.9881,0.3303,1.6577,0.7376,0.8317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 9:10 PM,6.25,375,1758071410,38.0410,0.6686,0.1601,0.7918,0.1713,0.8249,0.1662,1.6321,0.1656,1.3169,0.1637,1.7925,0.1582,0.8696,2.0665,0.7245,1.2304,0.7879,1.7512,1.0935,0.3747,0.3519,0.2744,0.6322,0.5022,0.7846,1.8530,1.0596,0.1703,0.1649,1.7165,0.3916,1.1018,0.3461,0.1663,0.1665,0.7900,0.6686,1.6321,0.7918,1.3169,0.8249,1.7925,1.0935,2.0665,0.3747,0.7245,0.3519,1.2304,0.2744,0.7879,0.6322,1.7512,0.5022,0.7846,0.3916,1.853,1.1018,1.0596,0.3461,1.7165,0.79,0.8696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 9:20 PM,6.42,385,1758072010,38.0352,0.6712,0.1601,0.8028,0.1712,0.8496,0.1662,1.6568,0.1655,1.3625,0.1637,1.8016,0.1581,0.8917,2.0799,0.7541,1.2750,0.8062,1.7898,1.1881,0.3821,0.3675,0.2765,0.6845,0.5230,0.8228,1.8534,1.1252,0.1705,0.1647,1.7807,0.3965,1.1088,0.3896,0.1663,0.1667,0.8425,0.6712,1.6568,0.8028,1.3625,0.8496,1.8016,1.1881,2.0799,0.3821,0.7541,0.3675,1.275,0.2765,0.8062,0.6845,1.7898,0.523,0.8228,0.3965,1.8534,1.1088,1.1252,0.3896,1.7807,0.8425,0.8917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 9:30 PM,6.58,395,1758072610,38.0156,0.6795,0.1601,0.8181,0.1713,0.8778,0.1662,1.6613,0.1655,1.3986,0.1638,1.8445,0.1582,0.9120,2.0912,0.7698,1.3139,0.8312,1.8238,1.2545,0.3716,0.3759,0.2744,0.7385,0.5448,0.8498,1.8564,1.1835,0.1704,0.1648,1.8260,0.4357,1.1119,0.4495,0.1664,0.1668,0.8947,0.6795,1.6613,0.8181,1.3986,0.8778,1.8445,1.2545,2.0912,0.3716,0.7698,0.3759,1.3139,0.2744,0.8312,0.7385,1.8238,0.5448,0.8498,0.4357,1.8564,1.1119,1.1835,0.4495,1.826,0.8947,0.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 9:40 PM,6.75,405,1758073210,37.9961,0.6776,0.1602,0.8313,0.1712,0.8979,0.1661,1.6784,0.1654,1.4251,0.1637,1.8878,0.1581,0.9150,2.0956,0.7969,1.3598,0.8628,1.8572,1.3146,0.3853,0.3942,0.2803,0.8062,0.5594,0.8737,1.8568,1.2388,0.1703,0.1648,1.8558,0.4767,1.0975,0.5361,0.1663,0.1667,0.9357,0.6776,1.6784,0.8313,1.4251,0.8979,1.8878,1.3146,2.0956,0.3853,0.7969,0.3942,1.3598,0.2803,0.8628,0.8062,1.8572,0.5594,0.8737,0.4767,1.8568,1.0975,1.2388,0.5361,1.8558,0.9357,0.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 9:50 PM,6.92,415,1758073810,37.9961,0.6842,0.1602,0.8430,0.1714,0.9236,0.1661,1.7058,0.1652,1.4578,0.1640,1.9114,0.1582,0.9396,2.1014,0.8279,1.4004,0.8880,1.8871,1.3701,0.3900,0.4126,0.3029,0.8813,0.5821,0.9003,1.8637,1.2913,0.1703,0.1646,1.8901,0.5182,1.0842,0.6316,0.1663,0.1666,0.9764,0.6842,1.7058,0.843,1.4578,0.9236,1.9114,1.3701,2.1014,0.39,0.8279,0.4126,1.4004,0.3029,0.888,0.8813,1.8871,0.5821,0.9003,0.5182,1.8637,1.0842,1.2913,0.6316,1.8901,0.9764,0.9396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 10:00 PM,7.08,425,1758074411,37.9746,0.6944,0.1603,0.8677,0.1713,0.9531,0.1660,1.7399,0.1652,1.4848,0.1639,1.8764,0.1581,0.9481,2.1089,0.8536,1.4384,0.9137,1.9109,1.4399,0.3845,0.4370,0.3465,0.9677,0.5989,0.9206,1.8671,1.3345,0.1703,0.1648,1.9187,0.5450,1.0723,0.7025,0.1664,0.1667,1.0235,0.6944,1.7399,0.8677,1.4848,0.9531,1.8764,1.4399,2.1089,0.3845,0.8536,0.437,1.4384,0.3465,0.9137,0.9677,1.9109,0.5989,0.9206,0.545,1.8671,1.0723,1.3345,0.7025,1.9187,1.0235,0.9481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 10:10 PM,7.25,435,1758075011,37.9570,0.6965,0.1603,0.8886,0.1713,0.9733,0.1660,1.7377,0.1651,1.5152,0.1639,1.8562,0.1580,0.9568,2.1134,0.8698,1.4793,0.9301,1.9331,1.4665,0.3869,0.4672,0.4007,1.0368,0.6259,0.9433,1.8730,1.3787,0.1703,0.1646,1.9322,0.5647,1.0760,0.7430,0.1664,0.1666,1.0859,0.6965,1.7377,0.8886,1.5152,0.9733,1.8562,1.4665,2.1134,0.3869,0.8698,0.4672,1.4793,0.4007,0.9301,1.0368,1.9331,0.6259,0.9433,0.5647,1.873,1.076,1.3787,0.743,1.9322,1.0859,0.9568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 10:20 PM,7.42,445,1758075611,38.0117,0.7094,0.1603,0.9069,0.1712,0.9962,0.1658,1.7557,0.1650,1.5389,0.1639,1.8516,0.1581,0.9739,2.1210,0.8980,1.5158,0.9577,1.9526,1.4908,0.4031,0.4979,0.4264,1.1152,0.6401,0.9644,1.8843,1.4184,0.1702,0.1646,1.9494,0.6115,1.0847,0.7872,0.1663,0.1666,1.1323,0.7094,1.7557,0.9069,1.5389,0.9962,1.8516,1.4908,2.121,0.4031,0.898,0.4979,1.5158,0.4264,0.9577,1.1152,1.9526,0.6401,0.9644,0.6115,1.8843,1.0847,1.4184,0.7872,1.9494,1.1323,0.9739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 10:30 PM,7.58,455,1758076211,38.0488,0.7077,0.1606,0.9150,0.1714,1.0050,0.1658,1.7845,0.1653,1.5619,0.1640,1.8605,0.1581,0.9765,2.1247,0.9277,1.5507,0.9818,1.9732,1.5232,0.3997,0.5278,0.4411,1.1862,0.6530,0.9891,1.8864,1.4540,0.1703,0.1645,1.9753,0.6350,1.0701,0.8354,0.1662,0.1664,1.1926,0.7077,1.7845,0.915,1.5619,1.005,1.8605,1.5232,2.1247,0.3997,0.9277,0.5278,1.5507,0.4411,0.9818,1.1862,1.9732,0.653,0.9891,0.635,1.8864,1.0701,1.454,0.8354,1.9753,1.1926,0.9765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 10:40 PM,7.75,465,1758076811,38.0566,0.7115,0.1605,0.9327,0.1717,1.0316,0.1659,1.7892,0.1653,1.5824,0.1645,1.8998,0.1583,0.9800,2.1271,0.9435,1.5857,1.0050,1.9863,1.5126,0.4006,0.5553,0.4485,1.2391,0.6675,1.0218,1.8901,1.4818,0.1701,0.1644,1.9842,0.6570,1.0737,0.8718,0.1661,0.1665,1.2435,0.7115,1.7892,0.9327,1.5824,1.0316,1.8998,1.5126,2.1271,0.4006,0.9435,0.5553,1.5857,0.4485,1.005,1.2391,1.9863,0.6675,1.0218,0.657,1.8901,1.0737,1.4818,0.8718,1.9842,1.2435,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 10:50 PM,7.92,475,1758077411,37.9902,0.7114,0.1607,0.9418,0.1716,1.0421,0.1657,1.7824,0.1656,1.6009,0.1645,1.9523,0.1580,0.9959,2.1335,0.9676,1.6177,1.0276,2.0028,1.5351,0.3945,0.5859,0.4717,1.2947,0.6768,1.0423,1.8930,1.5147,0.1702,0.1645,2.0071,0.6680,1.0861,0.9061,0.1661,0.1664,1.3082,0.7114,1.7824,0.9418,1.6009,1.0421,1.9523,1.5351,2.1335,0.3945,0.9676,0.5859,1.6177,0.4717,1.0276,1.2947,2.0028,0.6768,1.0423,0.668,1.893,1.0861,1.5147,0.9061,2.0071,1.3082,0.9959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 11:00 PM,8.09,485,1758078011,37.9824,0.7235,0.1606,0.9570,0.1710,1.0544,0.1656,1.7924,0.1659,1.6183,0.1645,1.9754,0.1580,1.0082,2.1342,0.9856,1.6479,1.0510,2.0173,1.5460,0.3996,0.6153,0.4972,1.3559,0.6820,1.0680,1.9029,1.5461,0.1702,0.1642,2.0226,0.7125,1.0813,0.9556,0.1662,0.1663,1.3772,0.7235,1.7924,0.957,1.6183,1.0544,1.9754,1.546,2.1342,0.3996,0.9856,0.6153,1.6479,0.4972,1.051,1.3559,2.0173,0.682,1.068,0.7125,1.9029,1.0813,1.5461,0.9556,2.0226,1.3772,1.0082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 11:10 PM,8.25,495,1758078611,37.9355,0.7240,0.1606,0.9652,0.1710,1.0657,0.1655,1.8085,0.1663,1.6301,0.1645,1.9956,0.1579,1.0119,2.1380,1.0037,1.6744,1.0746,2.0315,1.5420,0.4030,0.6393,0.5187,1.4071,0.6809,1.0909,1.9079,1.5772,0.1701,0.1642,2.0366,0.7307,1.0900,0.9871,0.1661,0.1665,1.4432,0.724,1.8085,0.9652,1.6301,1.0657,1.9956,1.542,2.138,0.403,1.0037,0.6393,1.6744,0.5187,1.0746,1.4071,2.0315,0.6809,1.0909,0.7307,1.9079,1.09,1.5772,0.9871,2.0366,1.4432,1.0119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 11:20 PM,8.42,505,1758079211,37.9277,0.7219,0.1605,0.9672,0.1708,1.0748,0.1654,1.8214,0.1664,1.6416,0.1645,2.0405,0.1579,1.0112,2.1361,1.0197,1.7036,1.0956,2.0452,1.5482,0.3989,0.6667,0.5422,1.4556,0.6870,1.1155,1.9113,1.6102,0.1699,0.1641,2.0558,0.7485,1.0993,1.0189,0.1660,0.1662,1.5019,0.7219,1.8214,0.9672,1.6416,1.0748,2.0405,1.5482,2.1361,0.3989,1.0197,0.6667,1.7036,0.5422,1.0956,1.4556,2.0452,0.687,1.1155,0.7485,1.9113,1.0993,1.6102,1.0189,2.0558,1.5019,1.0112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 11:30 PM,8.59,515,1758079812,37.9766,0.7265,0.1607,0.9750,0.1705,1.0777,0.1654,1.8367,0.1667,1.6496,0.1644,2.0731,0.1578,1.0133,2.1391,1.0268,1.7359,1.1082,2.0598,1.5383,0.3989,0.6782,0.5707,1.4922,0.6956,1.1243,1.9116,1.6393,0.1699,0.1640,2.0722,0.7565,1.1256,1.0422,0.1660,0.1663,1.5542,0.7265,1.8367,0.975,1.6496,1.0777,2.0731,1.5383,2.1391,0.3989,1.0268,0.6782,1.7359,0.5707,1.1082,1.4922,2.0598,0.6956,1.1243,0.7565,1.9116,1.1256,1.6393,1.0422,2.0722,1.5542,1.0133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 11:40 PM,8.75,525,1758080412,37.9629,0.7326,0.1608,0.9804,0.1704,1.0859,0.1654,1.8468,0.1668,1.6595,0.1644,1.9796,0.1578,1.0224,2.1406,1.0458,1.7607,1.1269,2.0738,1.5368,0.4098,0.7018,0.5858,1.5304,0.6911,1.1424,1.9135,1.6648,0.1699,0.1642,2.0842,0.7812,1.1314,1.0742,0.1660,0.1663,1.6024,0.7326,1.8468,0.9804,1.6595,1.0859,1.9796,1.5368,2.1406,0.4098,1.0458,0.7018,1.7607,0.5858,1.1269,1.5304,2.0738,0.6911,1.1424,0.7812,1.9135,1.1314,1.6648,1.0742,2.0842,1.6024,1.0224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 11:50 PM,8.92,535,1758081012,38.0371,0.7274,0.1610,0.9869,0.1703,1.1016,0.1654,1.8411,0.1670,1.6595,0.1644,1.3851,0.1578,1.0214,2.1426,1.0621,1.7825,1.1466,2.0874,1.5677,0.3993,0.7299,0.5967,1.5669,0.6974,1.1696,1.9139,1.6924,0.1699,0.1640,2.1010,0.8253,1.1332,1.1093,0.1660,0.1663,1.6536,0.7274,1.8411,0.9869,1.6595,1.1016,1.3851,1.5677,2.1426,0.3993,1.0621,0.7299,1.7825,0.5967,1.1466,1.5669,2.0874,0.6974,1.1696,0.8253,1.9139,1.1332,1.6924,1.1093,2.101,1.6536,1.0214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/17/2025 12:00 AM,9.09,545,1758081612,37.9941,0.7306,0.1609,0.9912,0.1702,1.1048,0.1653,1.8560,0.1672,1.6707,0.1645,1.2174,0.1578,1.0279,2.1475,1.0728,1.8051,1.1538,2.1011,1.5802,0.4009,0.7561,0.6161,1.5917,0.6938,1.1853,1.9234,1.7185,0.1698,0.1641,2.1091,0.8414,1.1527,1.1406,0.1662,0.1662,1.6929,0.7306,1.856,0.9912,1.6707,1.1048,1.2174,1.5802,2.1475,0.4009,1.0728,0.7561,1.8051,0.6161,1.1538,1.5917,2.1011,0.6938,1.1853,0.8414,1.9234,1.1527,1.7185,1.1406,2.1091,1.6929,1.0279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/17/2025 12:10 AM,9.25,555,1758082212,37.9453,0.7422,0.1609,1.0030,0.1700,1.1175,0.1651,1.8668,0.1672,1.6934,0.1644,1.3356,0.1578,1.0335,2.1526,1.0866,1.8258,1.1647,2.1120,1.5885,0.4093,0.7746,0.6250,1.6259,0.6908,1.1976,1.9253,1.7442,0.1699,0.1641,2.1224,0.8514,1.1419,1.1718,0.1661,0.1663,1.7186,0.7422,1.8668,1.003,1.6934,1.1175,1.3356,1.5885,2.1526,0.4093,1.0866,0.7746,1.8258,0.625,1.1647,1.6259,2.112,0.6908,1.1976,0.8514,1.9253,1.1419,1.7442,1.1718,2.1224,1.7186,1.0335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/17/2025 12:20 AM,9.42,565,1758082812,38.0156,0.7427,0.1608,1.0043,0.1699,1.1202,0.1651,1.8690,0.1672,1.7135,0.1643,1.3756,0.1577,1.0424,2.1535,1.1024,1.8453,1.1792,2.1250,1.5904,0.4163,0.7901,0.6387,1.6510,0.6902,1.2085,1.9276,1.7676,0.1698,0.1639,2.1349,0.8806,1.1695,1.2032,0.1660,0.1662,1.7259,0.7427,1.869,1.0043,1.7135,1.1202,1.3756,1.5904,2.1535,0.4163,1.1024,0.7901,1.8453,0.6387,1.1792,1.651,2.125,0.6902,1.2085,0.8806,1.9276,1.1695,1.7676,1.2032,2.1349,1.7259,1.0424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/17/2025 12:30 AM,9.59,575,1758083412,38.0137,0.7336,0.1608,0.9994,0.1699,1.1243,0.1651,1.8804,0.1671,1.7386,0.1643,1.3803,0.1577,1.0485,2.1598,1.1095,1.8672,1.1872,2.1366,1.6038,0.4120,0.8201,0.6521,1.6745,0.6934,1.2303,1.9301,1.7879,0.1700,0.1639,2.1493,0.8977,1.1605,1.2363,0.1660,0.1662,1.7468,0.7336,1.8804,0.9994,1.7386,1.1243,1.3803,1.6038,2.1598,0.412,1.1095,0.8201,1.8672,0.6521,1.1872,1.6745,2.1366,0.6934,1.2303,0.8977,1.9301,1.1605,1.7879,1.2363,2.1493,1.7468,1.0485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/17/2025 12:40 AM,9.75,585,1758084012,38.0195,0.7347,0.1608,1.0019,0.1698,1.1190,0.1650,1.9026,0.1671,1.7667,0.1641,1.3870,0.1577,1.0517,2.1659,1.1243,1.8846,1.1908,2.1505,1.6132,0.4103,0.8380,0.6647,1.6977,0.6862,1.2452,1.9286,1.8091,0.1697,0.1638,2.1604,0.9138,1.1680,1.2743,0.1659,0.1660,1.7602,0.7347,1.9026,1.0019,1.7667,1.119,1.387,1.6132,2.1659,0.4103,1.1243,0.838,1.8846,0.6647,1.1908,1.6977,2.1505,0.6862,1.2452,0.9138,1.9286,1.168,1.8091,1.2743,2.1604,1.7602,1.0517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/17/2025 12:50 AM,9.92,595,1758084612,37.9668,0.7457,0.1607,1.0056,0.1698,1.1253,0.1650,1.8999,0.1673,1.7905,0.1641,1.3920,0.1576,1.0598,2.1648,1.1288,1.8995,1.2022,2.1555,1.6505,0.4128,0.8522,0.6888,1.7085,0.6911,1.2469,1.9195,1.8239,0.1698,0.1638,2.1669,0.9156,1.1746,1.2947,0.1659,0.1662,1.7557,0.7457,1.8999,1.0056,1.7905,1.1253,1.392,1.6505,2.1648,0.4128,1.1288,0.8522,1.8995,0.6888,1.2022,1.7085,2.1555,0.6911,1.2469,0.9156,1.9195,1.1746,1.8239,1.2947,2.1669,1.7557,1.0598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
